x,y
0.6236203565420875,0.0928623719205296
2.3521429192297485,1.195106703184985
1.6959818254342154,-0.4789824388796632
1.2959754525911098,-0.3283863182520254
-0.031944078672690446,-0.18732334878771972
-0.03201643899139206,0.3033147832954058
-0.3257491634954016,-1.0071013883101163
2.0985284373248057,0.015594747325527153
1.3033450352296265,-0.11092278553389923
1.6242177333881367,-0.6251614101573472
-0.43824651711259266,-1.495069974862696
2.409729556485983,0.9999447218485371
1.997327922401265,-0.2709599640597055
0.13701733203482847,0.2596579924480088
0.045474901621301855,0.2325332597904985
0.05021352956030145,0.1272631280265563
0.41272672887861317,0.36159899784587296
1.0742692948967134,-0.13408036991909622
0.7958350559263474,-0.1000497275924348
0.37368742059412574,0.2366617011029706
1.3355586841671383,-0.38990265450410455
-0.0815184180438745,0.027910141245204106
0.37643394560565446,0.4498256398881431
0.5990855298810751,-0.016133510882154645
0.8682099526511078,0.19431783042635875
1.8555278841790406,-0.3063595607519762
0.09902134647507921,0.03421353850150466
1.0427033152408347,0.07970981514568301
1.2772437065861273,-0.04973372162902104
-0.3606487618400068,-0.9721527815466963
